id,split,lemma,number,case,form,rod_primary,vzor_primary,stem,suffix,stem_suffix_boundary,source_morphemes,source_morpheme_boundaries
707,hard_tokenization,videomagnetofón,pl,N,videomagnetofóny,mi,zápas,videomagnetofón,y,[15],vide|o|magnet|o|fón,"[4, 5, 11, 12]"
708,hard_tokenization,propán-bután,pl,N,propán-butány,mi,zápas,propán-bután,y,[12],propán-bután,[]
709,hard_tokenization,stereogramofón,pl,N,stereogramofóny,mi,zápas,stereogramofón,y,[14],stere|o|gram|o|fón,"[5, 6, 10, 11]"
710,hard_tokenization,ultrapravičiar,pl,N,ultrapravičiari,mp,chlap,ultrapravičiar,i,[14],ultra|prav|ič|iar,"[5, 9, 11]"
711,hard_tokenization,zmŕtvychvstanie,pl,N,zmŕtvychvstania,n,stretnutie,zmŕtvychvstan,ia,[13],z|mŕ|t|v|ych|v|sta|n|ie,"[1, 3, 4, 5, 8, 9, 12, 13]"
712,hard_tokenization,elektromagnetizmus,pl,N,elektromagnetizmy,mi,problém,elektromagnetizm,y,[16],elektr|o|magnet|izm|us,"[6, 7, 13, 16]"
713,hard_tokenization,empiriokriticizmus,pl,D,empiriokriticizmom,mi,problém,empiriokriticizm,om,[16],empir|i|o|krit|ic|izm|us,"[5, 6, 7, 11, 13, 16]"
714,hard_tokenization,internacionalista,pl,D,internacionalistom,mp,futbalista,internacionalist,om,[16],inter|nac|i|onal|ist|a,"[5, 8, 9, 13, 16]"
715,hard_tokenization,internacionalizmus,pl,D,internacionalizmom,mi,problém,internacionalizm,om,[16],inter|nac|i|onal|izm|us,"[5, 8, 9, 13, 16]"
716,hard_tokenization,privandrovalkyňa,pl,D,privandrovalkyniam,f,ulica,privandrovalkyn,iam,[15],pri|vandr|ov|al|k|yň|a,"[3, 8, 10, 12, 13, 15]"
717,hard_tokenization,dekonštruktivizmus,pl,A,dekonštruktivizmy,mi,problém,dekonštruktivizm,y,[16],de|kon|štruk|t|ivizm|us,"[2, 5, 10, 11, 16]"
718,hard_tokenization,environmentálizmus,pl,A,environmentálizmy,mi,problém,environmentálizm,y,[16],environmentálizmus,[]
719,hard_tokenization,konštruktivizmus,pl,D,konštruktivizmom,mi,problém,konštruktivizm,om,[14],kon|štruk|t|ivizm|us,"[3, 8, 9, 14]"
720,hard_tokenization,lokálpatriotizmus,pl,A,lokálpatriotizmy,mi,problém,lokálpatriotizm,y,[15],lok|ál|patri|ot|izm|us,"[3, 5, 10, 12, 15]"
721,hard_tokenization,postštrukturalizmus,pl,A,postštrukturalizmy,mi,problém,postštrukturalizm,y,[17],post|štrukt|ur|alizm|us,"[4, 10, 12, 17]"
722,hard_tokenization,ultranacionalizmus,pl,D,ultranacionalizmom,mi,problém,ultranacionalizm,om,[16],ultra|nac|i|onalizm|us,"[5, 8, 9, 16]"
723,hard_tokenization,šampiňonáreň,pl,D,šampiňonárňam,f,elektráreň,šampiňonárň,am,[11],šampiňon|áreň,[8]
724,hard_tokenization,dvaapolnásobok,pl,D,dvaapolnásobkom,mi,výsledok,dvaapolnásobk,om,[13],dv|a|a|pol|násob|ok,"[2, 3, 4, 7, 12]"
725,hard_tokenization,štrukturalista,pl,A,štrukturalistov,mp,futbalista,štrukturalist,ov,[13],štrukt|ur|alist|a,"[6, 8, 13]"
726,hard_tokenization,šesťčíslie,sg,I,šesťčíslím,n,stretnutie,šesťčísl,ím,[8],šesť|čísl|ie,"[4, 8]"
727,hard_tokenization,päťčíslie,sg,I,päťčíslím,n,stretnutie,päťčísl,ím,[7],päť|čísl|ie,"[3, 7]"
728,hard_tokenization,nevypočítateľnosť,pl,G,nevypočítateľností,f,možnosť,nevypočítateľnost,í,[17],ne|vy|po|čít|ateľn|osť,"[2, 4, 6, 9, 14]"
729,hard_tokenization,medzipristátie,pl,A,medzipristátia,n,stretnutie,medzipristát,ia,[12],medzi|pri|stá|t|ie,"[5, 8, 11, 12]"
730,hard_tokenization,rozlíšiteľnosť,pl,I,rozlíšiteľnosťami,f,možnosť,rozlíšiteľnosť,ami,[14],roz|líš|iteľn|osť,"[3, 6, 11]"
731,hard_tokenization,rýchlokorčuľovanie,pl,G,rýchlokorčuľovaní,n,stretnutie,rýchlokorčuľovan,í,[16],rýchl|o|korčuľ|ov|an|ie,"[5, 6, 12, 14, 16]"
732,hard_tokenization,podpráporčík,pl,A,podpráporčíkov,mp,chlap,podpráporčík,ov,[12],pod|prápor|čík,"[3, 9]"
733,hard_tokenization,zúčtovateľnosť,pl,I,zúčtovateľnosťami,f,možnosť,zúčtovateľnosť,ami,[14],z|účt|ov|ateľn|osť,"[1, 4, 6, 11]"
734,hard_tokenization,šesťslabičnosť,pl,I,šesťslabičnosťami,f,možnosť,šesťslabičnosť,ami,[14],šesť|slab|ič|n|osť,"[4, 8, 10, 11]"
735,hard_tokenization,škálovateľnosť,pl,I,škálovateľnosťami,f,možnosť,škálovateľnosť,ami,[14],škál|ov|ateľn|osť,"[4, 6, 11]"
736,hard_tokenization,šéfkonštruktér,pl,A,šéfkonštruktérov,mp,chlap,šéfkonštruktér,ov,[14],šéf|kon|štruk|t|ér,"[3, 6, 11, 12]"
737,hard_tokenization,ťažkomyseľnosť,pl,I,ťažkomyseľnosťami,f,možnosť,ťažkomyseľnosť,ami,[14],ťaž|k|o|myseľ|n|osť,"[3, 4, 5, 10, 11]"
738,hard_tokenization,zaneprázdnenie,pl,A,zaneprázdnenia,n,stretnutie,zaneprázdnen,ia,[12],za|ne|prázdn|en|ie,"[2, 4, 10, 12]"
739,hard_tokenization,černokňažník,pl,L,černokňažníkoch,mp,chlap,černokňažník,och,[12],čern|o|kňaž|ník,"[4, 5, 9]"
740,hard_tokenization,požívačník,pl,L,požívačníkoch,mp,chlap,požívačník,och,[10],po|ží|v|ač|ník,"[2, 4, 5, 7]"
741,hard_tokenization,štvrťstoročie,sg,I,štvrťstoročím,n,stretnutie,štvrťstoroč,ím,[11],štvr|ť|st|o|roč|ie,"[4, 5, 7, 8, 11]"
742,hard_tokenization,šéfmanažér,pl,L,šéfmanažéroch,mp,chlap,šéfmanažér,och,[10],šéf|manaž|ér,"[3, 8]"
743,hard_tokenization,šéfrežisér,pl,L,šéfrežiséroch,mp,chlap,šéfrežisér,och,[10],šéf|rež|isér,"[3, 6]"
744,hard_tokenization,štrukturalizmus,pl,A,štrukturalizmy,mi,problém,štrukturalizm,y,[13],štrukt|ur|alizm|us,"[6, 8, 13]"
745,hard_tokenization,ťuťmáčik,pl,N,ťuťmáčikovia,mp,syn,ťuťmáčik,ovia,[8],ťuťm|áč|ik,"[4, 6]"
746,hard_tokenization,prívrženkyňa,pl,G,prívrženkýň,f,ulica,prívrženkýň,ø,[],prí|vrž|en|k|yň|a,"[3, 6, 8, 9, 11]"
747,hard_tokenization,abstrakcionista,pl,A,abstrakcionistov,mp,futbalista,abstrakcionist,ov,[14],abs|trak|ci|onist|a,"[3, 7, 9, 14]"
748,hard_tokenization,štvorčíslie,sg,I,štvorčíslím,n,stretnutie,štvorčísl,ím,[9],štv|or|čísl|ie,"[3, 5, 9]"
749,hard_tokenization,obľúbenkyňa,pl,G,obľúbenkýň,f,ulica,obľúbenkýň,ø,[],ob|ľúb|en|k|yň|a,"[2, 5, 7, 8, 10]"
750,hard_tokenization,čerešňovica,pl,G,čerešňovíc,f,ulica,čerešňovíc,ø,[],čerešň|ov|ic|a,"[6, 8, 10]"
751,hard_tokenization,konjunkturalizmus,pl,L,konjunkturalizmoch,mi,problém,konjunkturalizm,och,[15],konjunkt|ur|alizm|us,"[8, 10, 15]"
752,hard_tokenization,päťročnica,pl,G,päťročníc,f,ulica,päťročníc,ø,[],päť|roč|n|ic|a,"[3, 6, 7, 9]"
753,hard_tokenization,súťaženie,sg,I,súťažením,n,stretnutie,súťažen,ím,[7],súťaž|en|ie,"[5, 7]"
754,hard_tokenization,zmýšľanie,sg,I,zmýšľaním,n,stretnutie,zmýšľan,ím,[7],z|mýšľ|an|ie,"[1, 5, 7]"
755,hard_tokenization,strážkyňa,pl,G,strážkýň,f,ulica,strážkýň,ø,[],stráž|k|yň|a,"[5, 6, 8]"
756,hard_tokenization,šášie,sg,I,šáším,n,stretnutie,šáš,ím,[3],šáš|ie,[3]
757,hard_tokenization,pseudohistorizmus,pl,L,pseudohistorizmoch,mi,problém,pseudohistorizm,och,[15],pseudo|histor|izm|us,"[6, 12, 15]"
758,hard_tokenization,generálporučík,pl,A,generálporučíkov,mp,chlap,generálporučík,ov,[14],gener|ál|po|ruč|ík,"[5, 7, 9, 12]"
759,hard_tokenization,krasokorčuľovanie,pl,G,krasokorčuľovaní,n,stretnutie,krasokorčuľovan,í,[15],kras|o|korčuľ|ov|an|ie,"[4, 5, 11, 13, 15]"
760,hard_tokenization,ľahkomyseľník,pl,L,ľahkomyseľníkoch,mp,chlap,ľahkomyseľník,och,[13],ľah|k|o|myseľ|n|ík,"[3, 4, 5, 10, 11]"
761,hard_tokenization,šéfkomentátor,pl,L,šéfkomentátoroch,mp,chlap,šéfkomentátor,och,[13],šéf|koment|át|or,"[3, 9, 11]"
762,hard_tokenization,splnomocnenkyňa,pl,L,splnomocnenkyniach,f,ulica,splnomocnenkyn,iach,[14],s|pln|o|moc|n|en|k|yň|a,"[1, 4, 5, 8, 9, 11, 12, 14]"
763,hard_tokenization,prisťahovalkyňa,pl,G,prisťahovalkýň,f,ulica,prisťahovalkýň,ø,[],pri|s|ťah|ov|al|k|yň|a,"[3, 4, 7, 9, 11, 12, 14]"
764,hard_tokenization,spolunažívanie,sg,I,spolunažívaním,n,stretnutie,spolunažívan,ím,[12],spol|u|na|ží|v|an|ie,"[4, 5, 7, 9, 10, 12]"
765,hard_tokenization,legislatívkyňa,pl,G,legislatívkýň,f,ulica,legislatívkýň,ø,[],legis|lat|ív|k|yň|a,"[5, 8, 10, 11, 13]"
766,hard_tokenization,prírodopiskyňa,pl,G,prírodopiskýň,f,ulica,prírodopiskýň,ø,[],prí|rod|o|pis|k|yň|a,"[3, 6, 7, 10, 11, 13]"
767,hard_tokenization,prírodovedkyňa,pl,G,prírodovedkýň,f,ulica,prírodovedkýň,ø,[],prí|rod|o|ved|k|yň|a,"[3, 6, 7, 10, 11, 13]"
768,hard_tokenization,spoluväzenkyňa,pl,G,spoluväzenkýň,f,ulica,spoluväzenkýň,ø,[],spol|u|väz|en|kyň|a,"[4, 5, 8, 10, 13]"
769,hard_tokenization,úbožiačik,pl,N,úbožiačikovia,mp,syn,úbožiačik,ovia,[9],úbož|iač|ik,"[4, 7]"
770,hard_tokenization,arcivojvodkyňa,pl,I,arcivojvodkyňami,f,ulica,arcivojvodkyň,ami,[13],arci|voj|vod|kyň|a,"[4, 7, 10, 13]"
771,hard_tokenization,štvrtáčik,pl,N,štvrtáčikovia,mp,syn,štvrtáčik,ovia,[9],štvr|t|áč|ik,"[4, 5, 7]"
772,hard_tokenization,fešákčik,pl,N,fešákčikovia,mp,syn,fešákčik,ovia,[8],fešákčik,[]
773,hard_tokenization,bruchovravkyňa,pl,I,bruchovravkyňami,f,ulica,bruchovravkyň,ami,[13],bruch|o|vrav|k|yň|a,"[5, 6, 10, 11, 13]"
774,hard_tokenization,rečňovanka,pl,N,rečňovanky,f,žena,rečňovank,y,[9],reč|ň|ovank|a,"[3, 4, 9]"
775,hard_tokenization,rozptyľovač,pl,N,rozptyľovače,mi,stroj,rozptyľovač,e,[11],rozptyľ|ov|ač,"[7, 9]"
776,hard_tokenization,heterosexuálka,pl,N,heterosexuálky,f,otázka,heterosexuálk,y,[13],heter|o|sex|uál|k|a,"[5, 6, 9, 12, 13]"
777,hard_tokenization,výšivkár,pl,A,výšivkárov,mp,chlap,výšivkár,ov,[8],vý|ši|v|k|ár,"[2, 4, 5, 6]"
778,hard_tokenization,dvojmocnina,pl,N,dvojmocniny,f,žena,dvojmocnin,y,[10],dv|oj|moc|n|in|a,"[2, 4, 7, 8, 10]"
779,hard_tokenization,družstevník,sg,I,družstevníkom,mp,chlap,družstevník,om,[11],druž|stev|ník,"[4, 8]"
780,hard_tokenization,nepriehľadnosť,pl,N,nepriehľadnosti,f,možnosť,nepriehľadnost,i,[14],ne|prie|hľad|n|osť,"[2, 6, 10, 11]"
781,hard_tokenization,škrabľavosť,pl,N,škrabľavosti,f,možnosť,škrabľavost,i,[11],škrab|ľav|osť,"[5, 8]"
782,hard_tokenization,pirôžtek,pl,N,pirôžteky,mi,jazyk,pirôžtek,y,[8],pirôžtek,[]
783,hard_tokenization,spravodajca,pl,N,spravodajcovia,mp,hrdina,spravodajc,ovia,[10],sprav|o|d|aj|c|a,"[5, 6, 7, 9, 10]"
784,hard_tokenization,vodnopólistka,sg,A,vodnopólistku,f,žena,vodnopólistk,u,[12],vod|n|o|pól|ist|k|a,"[3, 4, 5, 8, 11, 12]"
785,hard_tokenization,štrkodrvina,sg,G,štrkodrviny,f,žena,štrkodrvin,y,[10],štrk|o|drv|in|a,"[4, 5, 8, 10]"
786,hard_tokenization,nepriaznivosť,sg,G,nepriaznivosti,f,možnosť,nepriaznivost,i,[13],ne|pria|zn|iv|osť,"[2, 6, 8, 10]"
787,hard_tokenization,šéfinšpektor,sg,A,šéfinšpektora,mp,chlap,šéfinšpektor,a,[12],šéf|inšpekt|or,"[3, 10]"
788,hard_tokenization,sufražetka,sg,D,sufražetke,f,žena,sufražetk,e,[9],sufražet|k|a,"[8, 9]"
789,hard_tokenization,zrieďovadlo,sg,D,zrieďovadlu,n,mesto,zrieďovadl,u,[10],z|rieď|ov|adl|o,"[1, 5, 7, 10]"
790,hard_tokenization,štvrťhodinka,sg,L,štvrťhodinke,f,žena,štvrťhodink,e,[11],štvr|ť|hodin|k|a,"[4, 5, 10, 11]"
791,hard_tokenization,bruchopasník,sg,I,bruchopasníkom,mp,chlap,bruchopasník,om,[12],bruch|o|pas|ník,"[5, 6, 9]"
792,hard_tokenization,nepárnokopytník,pl,D,nepárnokopytníkom,ma,had,nepárnokopytník,om,[15],ne|pár|n|o|kopyt|ník,"[2, 5, 6, 7, 12]"
793,hard_tokenization,deskriptivár,pl,A,deskriptivárov,mp,chlap,deskriptivár,ov,[12],de|skrip|t|iv|ár,"[2, 7, 8, 10]"
794,hard_tokenization,vznášadlo,pl,A,vznášadlá,n,mesto,vznášadl,á,[8],vz|náš|adl|o,"[2, 5, 8]"
795,hard_tokenization,strojmajsterka,sg,D,strojmajsterke,f,žena,strojmajsterk,e,[13],stroj|majst|er|k|a,"[5, 10, 12, 13]"
796,hard_tokenization,choroboplodnosť,sg,G,choroboplodnosti,f,možnosť,choroboplodnost,i,[15],chor|ob|o|plod|n|osť,"[4, 6, 7, 11, 12]"
797,hard_tokenization,dvojtýždenník,sg,I,dvojtýždenníkom,mi,jazyk,dvojtýždenník,om,[13],dv|oj|týžden|n|ík,"[2, 4, 10, 11]"
798,hard_tokenization,vysokoškolák,sg,I,vysokoškolákom,mp,chlap,vysokoškolák,om,[12],vys|ok|o|škol|ák,"[3, 5, 6, 10]"
799,hard_tokenization,sebaspytovanie,sg,D,sebaspytovaniu,n,stretnutie,sebaspytovan,iu,[12],seb|a|s|pyt|ov|an|ie,"[3, 4, 5, 8, 10, 12]"
800,hard_tokenization,meteosenzitivita,sg,A,meteosenzitivitu,f,žena,meteosenzitivit,u,[15],mete|o|senz|itivit|a,"[4, 5, 9, 15]"
801,hard_tokenization,sukničkár,pl,A,sukničkárov,mp,chlap,sukničkár,ov,[9],suk|n|ičk|ár,"[3, 4, 7]"
802,hard_tokenization,búrlivák,pl,D,búrlivákom,mp,chlap,búrlivák,om,[8],búr|liv|ák,"[3, 6]"
803,hard_tokenization,všežravosť,pl,A,všežravosti,f,možnosť,všežravost,i,[10],vše|žr|av|osť,"[3, 5, 7]"
804,hard_tokenization,kameňorytec,pl,L,kameňorytcoch,mp,chlapec,kameňorytc,och,[10],kameň|o|ry|t|ec,"[5, 6, 8, 9]"
805,hard_tokenization,úzkokoľajka,sg,A,úzkokoľajku,f,žena,úzkokoľajk,u,[10],úz|k|o|koľ|aj|k|a,"[2, 3, 4, 7, 9, 10]"
806,hard_tokenization,daktylotrochej,pl,N,daktylotrocheje,mi,stroj,daktylotrochej,e,[14],daktyl|o|trochej,"[6, 7]"
807,hard_tokenization,šesťstotrojka,sg,G,šesťstotrojky,f,žena,šesťstotrojk,y,[12],šesť|st|o|tr|oj|k|a,"[4, 6, 7, 9, 11, 12]"
808,hard_tokenization,veľkostatkár,pl,A,veľkostatkárov,mp,chlap,veľkostatkár,ov,[12],veľ|k|o|stat|k|ár,"[3, 4, 5, 9, 10]"
809,hard_tokenization,roztopašník,pl,D,roztopašníkom,mp,chlap,roztopašník,om,[11],roztopaš|n|ík,"[8, 9]"
810,hard_tokenization,cudzopasník,sg,I,cudzopasníkom,ma,had,cudzopasník,om,[11],cudz|o|pas|n|ík,"[4, 5, 8, 9]"
811,hard_tokenization,bruchovravectvo,sg,D,bruchovravectvu,n,mesto,bruchovravectv,u,[14],bruch|o|vrav|ec|tv|o,"[5, 6, 10, 12, 14]"
812,hard_tokenization,ctižiadostivec,pl,L,ctižiadostivcoch,mp,chlapec,ctižiadostivc,och,[13],ct|i|žiad|ost|iv|ec,"[2, 3, 7, 10, 12]"
813,hard_tokenization,kváziodborník,sg,I,kváziodborníkom,mp,chlap,kváziodborník,om,[13],kvázi|odbor|ník,"[5, 10]"
814,hard_tokenization,zlomyseľník,sg,I,zlomyseľníkom,mp,chlap,zlomyseľník,om,[11],zl|o|myseľ|n|ík,"[2, 3, 8, 9]"
815,hard_tokenization,uhľovodík,pl,D,uhľovodíkom,mi,jazyk,uhľovodík,om,[9],uhľ|o|vod|ík,"[3, 4, 7]"
816,hard_tokenization,šéfmanažérka,pl,N,šéfmanažérky,f,otázka,šéfmanažérk,y,[11],šéf|manaž|ér|k|a,"[3, 8, 10, 11]"
817,hard_tokenization,zlepšovák,pl,D,zlepšovákom,mi,jazyk,zlepšovák,om,[9],z|lep|š|ov|ák,"[1, 4, 5, 7]"
818,hard_tokenization,verejnoprávnosť,pl,A,verejnoprávnosti,f,možnosť,verejnoprávnost,i,[15],verej|n|o|práv|n|osť,"[5, 6, 7, 11, 12]"
819,hard_tokenization,ťuťmáčka,sg,L,ťuťmáčke,f,otázka,ťuťmáčk,e,[7],ťuťm|áč|k|a,"[4, 6, 7]"
820,hard_tokenization,súťaživosť,pl,N,súťaživosti,f,možnosť,súťaživost,i,[10],súťaž|iv|osť,"[5, 7]"
821,hard_tokenization,ľahkomyseľník,sg,I,ľahkomyseľníkom,mp,chlap,ľahkomyseľník,om,[13],ľah|k|o|myseľ|n|ík,"[3, 4, 5, 10, 11]"
822,hard_tokenization,päťstokorunáčka,sg,G,päťstokorunáčky,f,otázka,päťstokorunáčk,y,[14],päť|st|o|korun|áčk|a,"[3, 5, 6, 11, 14]"
823,hard_tokenization,prispôsobivosť,pl,A,prispôsobivosti,f,možnosť,prispôsobivost,i,[14],prispôsobivosť,[]
824,hard_tokenization,nezávisláctvo,sg,D,nezávisláctvu,n,miesto,nezávisláctv,u,[12],ne|zá|vis|l|ác|tv|o,"[2, 4, 7, 8, 10, 12]"
825,hard_tokenization,zlomyseľníčka,sg,L,zlomyseľníčke,f,otázka,zlomyseľníčk,e,[12],zl|o|myseľ|n|íč|k|a,"[2, 3, 8, 9, 11, 12]"
826,hard_tokenization,poľutovaniahodnosť,pl,A,poľutovaniahodnosti,f,možnosť,poľutovaniahodnost,i,[18],po|ľut|ov|an|ia|hodn|osť,"[2, 5, 7, 9, 11, 15]"
827,hard_tokenization,odpočívadlo,pl,A,odpočívadlá,n,mesto,odpočívadl,á,[10],od|počív|adl|o,"[2, 7, 10]"
828,hard_tokenization,veľkoprodukcia,pl,N,veľkoprodukcie,f,situácia,veľkoprodukc,ie,[12],veľ|k|o|produk|ci|a,"[3, 4, 5, 11, 13]"
829,hard_tokenization,nespoľahlivosť,sg,D,nespoľahlivosti,f,možnosť,nespoľahlivost,i,[14],ne|spoľah|liv|osť,"[2, 8, 11]"
830,hard_tokenization,poloprofesionálka,sg,L,poloprofesionálke,f,otázka,poloprofesionálk,e,[16],pol|o|profes|i|onál|k|a,"[3, 4, 10, 11, 15, 16]"
831,hard_tokenization,šéfinžinier,sg,G,šéfinžiniera,mp,chlap,šéfinžinier,a,[11],šéf|inžin|ier,"[3, 8]"
832,hard_tokenization,elektrokonštruktér,pl,G,elektrokonštruktérov,mp,chlap,elektrokonštruktér,ov,[18],elektr|o|kon|štruk|tér,"[6, 7, 10, 15]"
833,hard_tokenization,škodoradostník,sg,I,škodoradostníkom,mp,chlap,škodoradostník,om,[14],škod|o|rad|ost|n|ík,"[4, 5, 8, 11, 12]"
834,hard_tokenization,začiatočníctvo,sg,D,začiatočníctvu,n,miesto,začiatočníctv,u,[13],za|čia|t|oč|níc|tv|o,"[2, 5, 6, 8, 11, 13]"
835,hard_tokenization,elektroinštalatér,pl,L,elektroinštalatéroch,mp,chlap,elektroinštalatér,och,[17],elektr|o|inštal|at|ér,"[6, 7, 13, 15]"
836,hard_tokenization,bezvýhľadnosť,sg,D,bezvýhľadnosti,f,možnosť,bezvýhľadnost,i,[13],bez|vý|hľad|n|osť,"[3, 5, 9, 10]"
837,hard_tokenization,nedôverčivec,pl,L,nedôverčivcoch,mp,chlapec,nedôverčivc,och,[11],nedôverčivec,[]
838,hard_tokenization,päťuholník,sg,I,päťuholníkom,mi,jazyk,päťuholník,om,[10],päť|uhol|ník,"[3, 7]"
839,hard_tokenization,krasokorčuľovanie,sg,D,krasokorčuľovaniu,n,stretnutie,krasokorčuľovan,iu,[15],kras|o|korčuľ|ov|an|ie,"[4, 5, 11, 13, 15]"
840,hard_tokenization,černokňažníctvo,sg,D,černokňažníctvu,n,miesto,černokňažníctv,u,[14],čern|o|kňaž|níc|tv|o,"[4, 5, 9, 12, 14]"
841,hard_tokenization,kaučukovník,pl,G,kaučukovníkov,mi,jazyk,kaučukovník,ov,[11],kaučuk|ov|ník,"[6, 8]"
842,hard_tokenization,nesvojprávnosť,sg,D,nesvojprávnosti,f,možnosť,nesvojprávnost,i,[14],ne|svoj|práv|n|osť,"[2, 6, 10, 11]"
843,hard_tokenization,závisláctvo,sg,D,závisláctvu,n,miesto,závisláctv,u,[10],zá|vis|l|ác|tv|o,"[2, 5, 6, 8, 10]"
844,hard_tokenization,tenorsaxofonistka,sg,L,tenorsaxofonistke,f,žena,tenorsaxofonistk,e,[16],tenor|sax|o|fon|ist|k|a,"[5, 8, 9, 12, 15, 16]"
845,hard_tokenization,dekonštrukcia,sg,L,dekonštrukcii,f,situácia,dekonštrukci,i,[12],de|kon|štruk|ci|a,"[2, 5, 10, 12]"
846,hard_tokenization,obojživelník,pl,D,obojživelníkom,ma,had,obojživelník,om,[12],ob|oj|živ|el|n|ík,"[2, 4, 7, 9, 10]"
847,hard_tokenization,sebauvedomovanie,sg,D,sebauvedomovaniu,n,stretnutie,sebauvedomovan,iu,[14],seb|a|u|ved|om|ov|an|ie,"[3, 4, 5, 8, 10, 12, 14]"
848,hard_tokenization,zväčšovák,pl,D,zväčšovákom,mi,jazyk,zväčšovák,om,[9],z|väč|š|ov|ák,"[1, 4, 5, 7]"
849,hard_tokenization,šéfkomisár,sg,A,šéfkomisára,mp,chlap,šéfkomisár,a,[10],šéf|komis|ár,"[3, 8]"
850,hard_tokenization,zjednoslovňovanie,pl,L,zjednoslovňovaniach,n,stretnutie,zjednoslovňovan,iach,[15],z|jedn|o|slov|ň|ov|an|ie,"[1, 5, 6, 10, 11, 13, 15]"
851,hard_tokenization,šmykľavosť,pl,A,šmykľavosti,f,možnosť,šmykľavost,i,[10],šmyk|ľav|osť,"[4, 7]"
852,hard_tokenization,sebapozorovanie,pl,L,sebapozorovaniach,n,stretnutie,sebapozorovan,iach,[13],seb|a|po|zor|ov|an|ie,"[3, 4, 6, 9, 11, 13]"
853,hard_tokenization,roznecovadlo,pl,A,roznecovadlá,n,mesto,roznecovadl,á,[11],roz|nec|ov|adl|o,"[3, 6, 8, 11]"
854,hard_tokenization,autodeštrukcia,sg,L,autodeštrukcii,f,situácia,autodeštrukci,i,[13],aut|o|de|štruk|ci|a,"[3, 4, 6, 11, 13]"
855,hard_tokenization,výsmeškár,pl,G,výsmeškárov,mp,chlap,výsmeškár,ov,[9],vý|sme|š|k|ár,"[2, 5, 6, 7]"
856,hard_tokenization,mäsožravosť,pl,N,mäsožravosti,f,možnosť,mäsožravost,i,[11],mäs|o|žr|av|osť,"[3, 4, 6, 8]"
857,hard_tokenization,rukavičkár,sg,I,rukavičkárom,mp,chlap,rukavičkár,om,[10],ruk|avič|k|ár,"[3, 7, 8]"
858,hard_tokenization,rýchlokorčuľovanie,sg,D,rýchlokorčuľovaniu,n,stretnutie,rýchlokorčuľovan,iu,[16],rýchl|o|korčuľ|ov|an|ie,"[5, 6, 12, 14, 16]"
859,hard_tokenization,týždenník,pl,D,týždenníkom,mp,chlap,týždenník,om,[9],týžden|ník,[6]
860,hard_tokenization,staroslovienčina,pl,N,staroslovienčiny,f,žena,staroslovienčin,y,[15],star|o|slovien|čin|a,"[4, 5, 12, 15]"
861,hard_tokenization,výčapník,sg,I,výčapníkom,mp,chlap,výčapník,om,[8],vý|čap|ník,"[2, 5]"
862,hard_tokenization,príštipkár,sg,D,príštipkárovi,mp,chlap,príštipkár,ovi,[10],prí|štip|k|ár,"[3, 7, 8]"
863,hard_tokenization,kontrarevolucionár,sg,L,kontrarevolucionárovi,mp,chlap,kontrarevolucionár,ovi,[18],kontra|re|vol|uci|onár,"[6, 8, 11, 14]"
864,hard_tokenization,postštrukturalistka,sg,A,postštrukturalistku,f,žena,postštrukturalistk,u,[18],post|štrukt|ur|alist|k|a,"[4, 10, 12, 17, 18]"
865,hard_tokenization,bezvýchodiskovosť,sg,D,bezvýchodiskovosti,f,možnosť,bezvýchodiskovost,i,[17],bez|vý|chod|isk|ov|osť,"[3, 5, 9, 12, 14]"
866,hard_tokenization,krasokorčuliar,sg,G,krasokorčuliara,mp,chlap,krasokorčuliar,a,[14],kras|o|korčul|iar,"[4, 5, 11]"
867,hard_tokenization,fantazmagória,pl,A,fantazmagórie,f,situácia,fantazmagór,ie,[11],fantazmagór|i|a,"[11, 12]"
868,hard_tokenization,gréckokatolík,sg,A,gréckokatolíka,mp,chlap,gréckokatolík,a,[13],gréc|k|o|katol|ík,"[4, 5, 6, 11]"
869,hard_tokenization,cikádočkovité,sg,D,cikádočkovitému,n,cestovné,cikádočkovit,ému,[12],cikád|očk|ovit|é,"[5, 8, 12]"
870,hard_tokenization,imidžmejkerka,sg,A,imidžmejkerku,f,žena,imidžmejkerk,u,[12],imidž|mejk|er|k|a,"[5, 9, 11, 12]"
871,hard_tokenization,peňazokazectvo,sg,D,peňazokazectvu,n,mesto,peňazokazectv,u,[13],peňaz|o|kaz|ec|tv|o,"[5, 6, 9, 11, 13]"
872,hard_tokenization,sebapoznávanie,sg,D,sebapoznávaniu,n,stretnutie,sebapoznávan,iu,[12],seb|a|po|zn|áv|an|ie,"[3, 4, 6, 8, 10, 12]"
873,hard_tokenization,kníhkupectvo,sg,D,kníhkupectvu,n,mesto,kníhkupectv,u,[11],kníh|kup|ec|tv|o,"[4, 7, 9, 11]"
874,hard_tokenization,rýchlokorčuliar,sg,A,rýchlokorčuliara,mp,chlap,rýchlokorčuliar,a,[15],rýchl|o|korčul|iar,"[5, 6, 12]"
875,hard_tokenization,fluorovodík,pl,D,fluorovodíkom,mi,jazyk,fluorovodík,om,[11],fluor|o|vod|ík,"[5, 6, 9]"
876,hard_tokenization,strážmajsterka,sg,D,strážmajsterke,f,žena,strážmajsterk,e,[13],stráž|majst|er|k|a,"[5, 10, 12, 13]"
